word,language,length,b_count,b_count_tier,distribution_pattern,residue_class,category,expected_answer,batch_id,chatgpt_answer,chatgpt_correct,gemini_answer,gemini_correct,chatgpt_runs,gemini_runs,length_range,wrong_model
bbbbbbbbbbbbbbbba,mod_4,17,16,medium,interleaved,0,positive,YES,mod4_batch011,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
aacaaacacaaaccaaaccaaacaaccccaacaccabbbbbbbbbbbbbcacacaacaaa,mod_4,60,13,low,clustered,1,near_miss,NO,mod4_batch011,NO,TRUE,YES,FALSE,1,1,31-60,gemini
cabacabacaaacbaccccbaacccbccc,mod_4,29,5,very_low,random,1,near_miss,NO,mod4_batch012,NO,TRUE,YES,FALSE,1,1,16-30,gemini
aabababcbcb,mod_4,11,5,very_low,random,1,near_miss,NO,mod4_batch012,NO,TRUE,YES,FALSE,1,1,1-15,gemini
cbcaaaabbcbccbcbbabcbaccabbabcabbbcaccba,mod_4,40,16,medium,random,0,positive,YES,mod4_batch012,YES,TRUE,NO,FALSE,1,1,31-60,gemini
abbbbbbbbbbbbbbbbbbbb,mod_4,21,20,medium,clustered,0,positive,YES,mod4_batch012,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbbbbbbbabbbbbbbbbbbabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbabbabb,mod_4,60,56,very_high,random,0,positive,YES,mod4_batch012,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
ccacabbbbcbacbabacb,mod_4,19,8,low,random,0,positive,YES,mod4_batch012,YES,TRUE,NO,FALSE,1,1,16-30,gemini
aaaaaaacaaaabbbcaaccacaabbaaaccacccbaaaaaaaabbabbacaccccb,mod_4,57,11,low,random,3,negative,NO,mod4_batch012,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbbbbbbbbbbbbbbbbbbbcaa,mod_4,27,24,medium,clustered,0,positive,YES,mod4_batch012,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbbbbcbbbbbabcbbbbccbabbbbb,mod_4,27,21,medium,random,1,near_miss,NO,mod4_batch013,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bccaaaabbacbaaabbaacaabacaabcccaabaacbaaacaaaaacaccb,mod_4,52,11,low,random,3,negative,NO,mod4_batch013,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bacaabcaaabacacbaacabacacbcccabcaaabacccbcaaaa,mod_4,46,9,low,interleaved,1,near_miss,NO,mod4_batch013,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbabbbbbbbbbbbbbbb,mod_4,20,19,medium,random,3,negative,NO,mod4_batch013,NO,TRUE,YES,FALSE,1,1,16-30,gemini
cabbbbbbbbbbbbaaccccaaaaca,mod_4,26,12,low,clustered,0,positive,YES,mod4_batch014,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
cacccccaaaaccaaacccacaaacccaacaccacabaaccacaaaacaaacaaccaccc,mod_4,60,1,very_low,clustered,1,near_miss,NO,mod4_batch014,NO,TRUE,YES,FALSE,1,1,31-60,gemini
caccccaacacaaccbcacccccccaacaacaccacaaaaaaaacaaacab,mod_4,51,2,very_low,random,2,negative,NO,mod4_batch014,NO,TRUE,YES,FALSE,1,1,31-60,gemini
cbabcbcabababacab,mod_4,17,7,low,random,3,negative,NO,mod4_batch014,NO,TRUE,YES,FALSE,1,1,16-30,gemini
caacbbbbbbbbbbbbbbbbbbaacaaa,mod_4,28,18,medium,clustered,2,negative,NO,mod4_batch014,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bbbabbbabbbabbbabbcbbbabbbcbbbcbbcbbbcbbbabbbabbc,mod_4,49,36,high,interleaved,0,positive,YES,mod4_batch014,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bcaaaaacacaabaacacaccaacbccaaaacccccbaaaaccaaaca,mod_4,48,4,very_low,interleaved,0,positive,YES,mod4_batch014,YES,TRUE,NO,FALSE,1,1,31-60,gemini
caaccccaaccbbbbbbbbbbbaaa,mod_4,25,11,low,clustered,3,negative,NO,mod4_batch014,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
baaccbacccbaaacbcccabcccabaaacbccacbaaacbaaaa,mod_4,45,9,low,interleaved,1,near_miss,NO,mod4_batch014,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
cacbbbbbbbbbbbbbbbbbbbbcc,mod_4,25,20,medium,clustered,0,positive,YES,mod4_batch014,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
acabbbbbbbbbbbbcacccacccaccacccaaaaacacacccacaacaaaccaca,mod_4,56,12,low,clustered,0,positive,YES,mod4_batch015,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
cbcbbccaaaacaaccbbcccccabcccacbcacbabcccbacccaabaaccaaaaabc,mod_4,59,12,low,random,0,positive,YES,mod4_batch015,YES,TRUE,NO,FALSE,1,1,31-60,gemini
caaaaaccacaacbbbbbbbbbbbbbbbba,mod_4,30,16,medium,clustered,0,positive,YES,mod4_batch015,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbbabbbcabbcbbcbabcb,mod_4,20,13,low,random,1,near_miss,NO,mod4_batch015,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbbbbbbbbbbbbbbbbbbbbbbabbbbbbbbbbbbbbbb,mod_4,43,42,high,random,2,negative,NO,mod4_batch015,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbcbbcbbabbbabbabbabbbcbbabbcbbbabbcbbabbbcbbcbbcbbbcbbcbbcbba,mod_4,63,44,high,interleaved,0,positive,YES,mod4_batch015,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_4,96,95,very_high,interleaved,3,negative,NO,mod4_batch015,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bababcbcbcbabababcbabababababcbabababababcbcbabcbcbabc,mod_4,54,27,medium,interleaved,3,negative,NO,mod4_batch015,NO,TRUE,YES,FALSE,1,1,31-60,gemini
ccbbbbbbbbbbbbbbbbbbbbccc,mod_4,25,20,medium,clustered,0,positive,YES,mod4_batch015,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbbbbbbbbbabbbbbbbbbbc,mod_4,22,20,medium,interleaved,0,positive,YES,mod4_batch016,YES,TRUE,NO,FALSE,1,1,16-30,gemini
ccaabbbbbbbbbbbbbccaaaacacaacaccccaaaacc,mod_4,40,13,low,clustered,1,near_miss,NO,mod4_batch016,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bcbbaccbabbcacababbbbbcbbaba,mod_4,28,15,low,random,3,negative,NO,mod4_batch016,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbabbbbbbbbbbbbbbbbababb,mod_4,27,24,medium,random,0,positive,YES,mod4_batch016,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
aacccbabbacababacccaacacaccacaaaaabacabbabbbcbbcbbaacccbaac,mod_4,59,16,medium,random,0,positive,YES,mod4_batch016,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bbbbbbbbabbbbbbbbcbbbbbbbc,mod_4,26,23,medium,interleaved,3,negative,NO,mod4_batch016,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
ccbbabbcaaabbcabbcc,mod_4,19,8,low,random,0,positive,YES,mod4_batch016,YES,TRUE,NO,FALSE,1,1,16-30,gemini
abbcbacbabbacbbbccbabbabbbacbbbbb,mod_4,33,20,medium,random,0,positive,YES,mod4_batch016,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
cacccaacccacbbbbbbbbbbbbbbbbbbbbbbbbbbaccaaaaacac,mod_4,49,26,medium,clustered,2,negative,NO,mod4_batch016,NO,TRUE,YES,FALSE,1,1,31-60,gemini
abbbbbbbabbbbabbbbbbbbabb,mod_4,25,21,medium,random,1,near_miss,NO,mod4_batch016,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbbbbbbbbbbbbbbbbbbbba,mod_4,25,24,medium,interleaved,0,positive,YES,mod4_batch017,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bcabaacbacabaac,mod_4,15,4,very_low,interleaved,0,positive,YES,mod4_batch017,YES,TRUE,NO,FALSE,1,1,1-15,gemini
acaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,41,36,high,clustered,0,positive,YES,mod4_batch017,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
cabaabccbcbaacbbbbbbbc,mod_4,22,11,low,random,3,negative,NO,mod4_batch017,NO,TRUE,YES,FALSE,1,1,16-30,gemini
babccbaabaabccbaabcabaa,mod_4,23,8,low,interleaved,0,positive,YES,mod4_batch017,YES,TRUE,NO,FALSE,1,1,16-30,gemini
baabaccbaccbaacbaaabaabaacbcccbcacbcccbaabacabccabcaabaacbacbcccbaccbaccbaccbccbaacbaacbcaabaca,mod_4,95,25,medium,interleaved,1,near_miss,NO,mod4_batch017,NO,TRUE,YES,FALSE,1,1,61-100,gemini
cacaaccaccaaacacaaaacbbbbbbbbbbbccaaaaacaccaaacccacaacaaacccacaccaaccaccaaaccccacccaaaaac,mod_4,89,11,low,clustered,3,negative,NO,mod4_batch017,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
bbcbbabbcbcbbcbbaba,mod_4,19,12,low,interleaved,0,positive,YES,mod4_batch018,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bbbbbbbbbbbbbbbbbbbcbbbbbbbbbbbbbbbbbbabbbbbbbbbbbbbbbbbbcbbbbbbbbbbbbbbbbbbc,mod_4,77,73,very_high,interleaved,1,near_miss,NO,mod4_batch018,NO,TRUE,YES,FALSE,1,1,61-100,gemini
cbbcbbbabbbbacbbbcbabbbbbbabbbbacbcbbbbaccbcbabbcbbbb,mod_4,53,36,high,random,0,positive,YES,mod4_batch018,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
baacacabcaaccacbbacbbccaacaacabacb,mod_4,34,8,low,random,0,positive,YES,mod4_batch018,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bbbcbbbcbbbcbbba,mod_4,16,12,low,interleaved,0,positive,YES,mod4_batch018,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
aacbccccabbcaaaccbcaccaccaccabaabacacbcbcaccaaaaacaa,mod_4,52,8,low,random,0,positive,YES,mod4_batch018,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bbbbbbbbabbbbbcbbbbbbbbbbbbbbbbbbbbbbbabbbbbbbcbbbbbbbbbbbbbbbcbbbbbbbbabbbbbbbbbbbbbbbbbb,mod_4,90,84,very_high,random,0,positive,YES,mod4_batch019,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
abcaacbbacccaccacbaccaacbbcccacbccbcc,mod_4,37,8,low,random,0,positive,YES,mod4_batch019,YES,TRUE,NO,FALSE,1,1,31-60,gemini
baaccbaaacbcaccbaaaa,mod_4,20,4,very_low,interleaved,0,positive,YES,mod4_batch019,YES,TRUE,NO,FALSE,1,1,16-30,gemini
cacaacacaacacaaaaccbbbbbbbbbbbbcacacaaa,mod_4,39,12,low,clustered,0,positive,YES,mod4_batch019,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bbbbbbbbbbbbbabbbbbbbbbbbbbcbbbbbbbbbbbba,mod_4,41,38,high,interleaved,2,negative,NO,mod4_batch019,NO,TRUE,YES,FALSE,1,1,31-60,gemini
abbbcccbaccacaaaaabbacaccbcabbbaccbaaaccacbbaccccabb,mod_4,52,15,low,random,3,negative,NO,mod4_batch019,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
accabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaac,mod_4,59,52,very_high,clustered,0,positive,YES,mod4_batch019,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
acccccccacabbbbaca,mod_4,18,4,very_low,clustered,0,positive,YES,mod4_batch019,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcc,mod_4,55,53,very_high,clustered,1,near_miss,NO,mod4_batch020,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
aacaccccaaaaccaaaccabbbbbcc,mod_4,27,5,very_low,clustered,1,near_miss,NO,mod4_batch020,NO,TRUE,YES,FALSE,1,1,16-30,gemini
ccaacabcabbbcbbbbcabbcac,mod_4,24,10,low,random,2,negative,NO,mod4_batch020,NO,TRUE,YES,FALSE,1,1,16-30,gemini
abbabbbbbaabbacbccbbbbaaccbbbbabb,mod_4,33,20,medium,random,0,positive,YES,mod4_batch020,YES,TRUE,NO,FALSE,1,1,31-60,gemini
baccabccccbcacabccca,mod_4,20,4,very_low,interleaved,0,positive,YES,mod4_batch020,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bbbbbbbbcbbbbbbbba,mod_4,18,16,medium,interleaved,0,positive,YES,mod4_batch020,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
abcacbbcabacabcbaccbccaacaacc,mod_4,29,7,low,random,3,negative,NO,mod4_batch020,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bcccbaacacccacacacacaaacccaaaaccacaaccbacaacacaacacaacaacabaccacbaccaabccccbacccccccabccaac,mod_4,91,8,low,random,0,positive,YES,mod4_batch020,YES,TRUE,NO,FALSE,1,1,61-100,gemini
bbbbbbbabbabbbbbbbbbbbbbbbbbbabbbbbbbbbbbbbbbbbbbbbbbb,mod_4,54,51,very_high,random,3,negative,NO,mod4_batch020,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbbbbbcbbbbbbbbbbbbbbbbbbbbbb,mod_4,33,32,high,random,0,positive,YES,mod4_batch020,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bcabacbaaabacbaabcacbaabaabcac,mod_4,30,9,low,interleaved,1,near_miss,NO,mod4_batch020,NO,TRUE,YES,FALSE,1,1,16-30,gemini
aacaaacaaaacacacccbbbbbbbbbbbbbbbbbbbbbbbbbbaccacaac,mod_4,52,26,medium,clustered,2,negative,NO,mod4_batch021,NO,TRUE,YES,FALSE,1,1,31-60,gemini
accbacaabcaccaccaaccabac,mod_4,24,3,very_low,random,3,negative,NO,mod4_batch021,NO,TRUE,YES,FALSE,1,1,16-30,gemini
caabbbbbbbbbbbbc,mod_4,16,12,low,clustered,0,positive,YES,mod4_batch021,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bcaabaccbaacbccc,mod_4,16,4,very_low,interleaved,0,positive,YES,mod4_batch022,YES,TRUE,NO,FALSE,1,1,16-30,gemini
cbccbabcaacaababcccbccccaacccacbccbbcaabbbaccbbcccaabcaacabaabcbaabbabbccabcbaccacaacbbacaccacbacb,mod_4,98,28,medium,random,0,positive,YES,mod4_batch022,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bcacaabaacacbacacabccccc,mod_4,24,4,very_low,interleaved,0,positive,YES,mod4_batch022,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bbbbabbbbcbbbbabbbabbbbcbbbbcbbbbabbbc,mod_4,38,30,medium,interleaved,2,negative,NO,mod4_batch022,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
acbccbacbbbacbbcbccbbabbacabbccaacbbb,mod_4,37,17,medium,random,1,near_miss,NO,mod4_batch022,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bcbccbabaabcbacbcbaa,mod_4,20,8,low,interleaved,0,positive,YES,mod4_batch022,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bbbabbbcbbbabbbabbbabbbcbbbabbbcbbabbbcbbbcbbbcbbbabbbabbbcbbbcbba,mod_4,66,49,high,interleaved,1,near_miss,NO,mod4_batch022,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bbbcbbbbbbabbabb,mod_4,16,13,low,random,1,near_miss,NO,mod4_batch022,NO,TRUE,YES,FALSE,1,1,16-30,gemini
ababbacbccbcaaacccbcbcbcbabccc,mod_4,30,10,low,random,2,negative,NO,mod4_batch023,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_4,32,31,high,interleaved,3,negative,NO,mod4_batch023,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bcbabcbaa,mod_4,9,4,very_low,interleaved,0,positive,YES,mod4_batch023,YES,TRUE,NO,FALSE,1,1,1-15,gemini
aaaaaacaaaaacacacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaac,mod_4,57,36,high,clustered,0,positive,YES,mod4_batch023,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bcabcacbcaabaabaaabccabaac,mod_4,26,7,low,interleaved,3,negative,NO,mod4_batch023,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bcbbbbabbbbbbbbbb,mod_4,17,15,low,random,3,negative,NO,mod4_batch023,NO,TRUE,YES,FALSE,1,1,16-30,gemini
cacacacaaaaaaacccaccccccaaaaacaacabbbbcacaaccccaacaacaaaacaccccacccc,mod_4,68,4,very_low,clustered,0,positive,YES,mod4_batch023,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bbbabbbabbcbbbabbbcbbabbbabbbcbbabbbcbbbcbbcbbbcbbbcbba,mod_4,55,40,high,interleaved,0,positive,YES,mod4_batch023,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
acabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,52,49,high,clustered,1,near_miss,NO,mod4_batch024,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bbbbbbbbbbbcbbbbbbbbbbbcbbbbbbbbbbc,mod_4,35,32,high,interleaved,0,positive,YES,mod4_batch024,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_4,44,43,high,interleaved,3,negative,NO,mod4_batch024,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
aaaccaacaaaacaccaccaccaaacaaccccccaacaaaccaccccaacacabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbca,mod_4,85,30,medium,clustered,2,negative,NO,mod4_batch024,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
bbbbcbbbabbbabbba,mod_4,17,13,low,interleaved,1,near_miss,NO,mod4_batch025,NO,TRUE,YES,FALSE,1,1,16-30,gemini
cbcabcbaabbaccbccabaccccbcbcbabcccbaabcbbbcbacbbbbccbbc,mod_4,55,23,medium,random,3,negative,NO,mod4_batch025,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbbbbbbbbcbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbabbbbbbbbbbbbbbbcb,mod_4,65,62,very_high,random,2,negative,NO,mod4_batch025,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,52,52,very_high,clustered,0,positive,YES,mod4_batch025,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bacaaaacaaaacaccacccabcaccccaaacaaaacaaaaabccccaacccccaaaccaacabacacaacaaaacaccaacac,mod_4,84,4,very_low,interleaved,0,positive,YES,mod4_batch025,YES,TRUE,NO,FALSE,1,1,61-100,gemini
abcabcbbbbaaaabbcbbcbbbababbcaaaacacccb,mod_4,39,17,medium,random,1,near_miss,NO,mod4_batch025,NO,TRUE,YES,FALSE,1,1,31-60,gemini
accaacccaacaaabbbbbbbbbcccaaaacacccccaac,mod_4,40,9,low,clustered,1,near_miss,NO,mod4_batch026,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbabbbabbbcbbcbbbcbbbcbba,mod_4,26,19,medium,interleaved,3,negative,NO,mod4_batch026,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bcbcabaabacbcabccbacbccbaabacbaa,mod_4,32,11,low,interleaved,3,negative,NO,mod4_batch026,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bcccbaacbaccbacaabcacbaccbaaabcacabccabaacbaccbaacc,mod_4,51,12,low,interleaved,0,positive,YES,mod4_batch026,YES,TRUE,NO,FALSE,1,1,31-60,gemini
ccaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccaaac,mod_4,50,40,high,clustered,0,positive,YES,mod4_batch027,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
caaacccbbbbbbbbbbbbbbbbbbbbbbbaccacaca,mod_4,38,23,medium,clustered,3,negative,NO,mod4_batch027,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bcbbbabbcababbbbcbbaabbbbbbbcbbbccbbbcabab,mod_4,42,28,medium,random,0,positive,YES,mod4_batch027,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bbcbcbabbcbcbcba,mod_4,16,9,low,interleaved,1,near_miss,NO,mod4_batch027,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbabbbbcbbbbabbbbabbbbcbbbbcbbbbabbbbcbbbbcbbbbcbbbbcbbbbc,mod_4,61,49,high,interleaved,1,near_miss,NO,mod4_batch027,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,42,42,high,random,2,negative,NO,mod4_batch027,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcc,mod_4,36,34,high,clustered,2,negative,NO,mod4_batch027,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bacabaacbccacbaaabcacbaaaabcacbccac,mod_4,35,8,low,interleaved,0,positive,YES,mod4_batch027,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
aacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccacca,mod_4,40,31,high,clustered,3,negative,NO,mod4_batch028,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bcaccaaaacbacccacccccbcaaacaacabaaccaccaaa,mod_4,42,4,very_low,interleaved,0,positive,YES,mod4_batch028,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bbbbbabbbbbbbbbbcbbccbbbbbbbbbbcbcbbbbabbbb,mod_4,43,36,high,random,0,positive,YES,mod4_batch028,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bbbbbbbbabcbabbbbbbcbabbbbbbabb,mod_4,31,25,medium,random,1,near_miss,NO,mod4_batch028,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bccbcccbaacbacabacbaccbaaabcca,mod_4,30,8,low,interleaved,0,positive,YES,mod4_batch028,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bbbbbbbabbbbbbbabbbbbbc,mod_4,23,20,medium,interleaved,0,positive,YES,mod4_batch028,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bcbcbcbabccbcbcbcbcbaabcbabcbaabcbcbcbcbaabcbcbcbcababcbcbabccbabcbcbaa,mod_4,71,32,high,interleaved,0,positive,YES,mod4_batch028,YES,TRUE,NO,FALSE,1,1,61-100,gemini
babccbccbccbccbccbccbaabccbcabacbabccbaabaabacbcabacbcabcabccbacbabacbacbaabcabcabaabcabcabcabac,mod_4,96,33,high,interleaved,1,near_miss,NO,mod4_batch028,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bbabbabbcbabbcbbcbbabcbbcbbaba,mod_4,30,19,medium,interleaved,3,negative,NO,mod4_batch028,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bacbccabacbaccbacbacabcabcccbccbaaabcabcaabccbacabcabaaabccc,mod_4,60,17,medium,interleaved,1,near_miss,NO,mod4_batch029,NO,TRUE,YES,FALSE,1,1,31-60,gemini
baacbaacaaaaccbaaaaccacabaacabbbbbcaaccbacbcaaacaaabacccabc,mod_4,59,13,low,random,1,near_miss,NO,mod4_batch029,NO,TRUE,YES,FALSE,1,1,31-60,gemini
ccccaaacaaaccacaaaaccccabbcccacaaacccaaacacaccccaaaccccaaaaaaacaccacccacacaaa,mod_4,77,2,very_low,clustered,2,negative,NO,mod4_batch029,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
bacaaccaabaacccccabbcabbcaabcbaa,mod_4,32,8,low,random,0,positive,YES,mod4_batch029,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bbbbcbbbcabbaabbbbbbcbbbabbbbbbbbcabbbabacbbbbbbcaa,mod_4,51,36,high,random,0,positive,YES,mod4_batch030,YES,TRUE,NO,FALSE,1,1,31-60,gemini
baabcccbcccbaabacabaacbcabcccbaccbcaa,mod_4,37,10,low,interleaved,2,negative,NO,mod4_batch030,NO,TRUE,YES,FALSE,1,1,31-60,gemini
cbbbcbabacaccaccaba,mod_4,19,6,low,random,2,negative,NO,mod4_batch030,NO,TRUE,YES,FALSE,1,1,16-30,gemini
abccbbacbbccbbb,mod_4,15,8,low,random,0,positive,YES,mod4_batch031,YES,TRUE,NO,FALSE,1,1,1-15,gemini
ccccbbbbbbbbbbbbaacca,mod_4,21,12,low,clustered,0,positive,YES,mod4_batch031,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,36,36,high,clustered,0,positive,YES,mod4_batch031,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
ccccaaacccaaaacaacaccccccaacaaaaaacaabbbbbbbbbbbbbbbbbbbcacccccccaccccacacaccccacaacaccacaaaa,mod_4,93,19,medium,clustered,3,negative,NO,mod4_batch031,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
babcbabac,mod_4,9,4,very_low,interleaved,0,positive,YES,mod4_batch031,YES,TRUE,NO,FALSE,1,1,1-15,gemini
bbbbcbbbabbbabbbcbbbc,mod_4,21,16,medium,interleaved,0,positive,YES,mod4_batch031,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bcbcbacbbbcbcaccccbccabaabccbabbaaabacbbacbc,mod_4,44,17,medium,random,1,near_miss,NO,mod4_batch031,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bcccabcbba,mod_4,10,4,very_low,random,0,positive,YES,mod4_batch032,YES,TRUE,NO,FALSE,1,1,1-15,gemini
bbbabbbabbbcbbbabbbabbba,mod_4,24,18,medium,interleaved,2,negative,NO,mod4_batch032,NO,TRUE,YES,FALSE,1,1,16-30,gemini
caaaaaaaaaaccacaaccacccccacaacaccaaacacaacacacccabbbbbbbbbbbbbbbbbbbbbbbbbbcaccacccca,mod_4,85,26,medium,clustered,2,negative,NO,mod4_batch032,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bbbcbbbabbcbbbabbc,mod_4,18,13,low,interleaved,1,near_miss,NO,mod4_batch032,NO,TRUE,YES,FALSE,1,1,16-30,gemini
aacccacacaccbbbbbbbbbbbbccaccccccaaac,mod_4,37,12,low,clustered,0,positive,YES,mod4_batch032,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
acccaccaccccccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaaccacc,mod_4,55,33,high,clustered,1,near_miss,NO,mod4_batch032,NO,TRUE,YES,FALSE,1,1,31-60,gemini
baacbccacbacccbaacbccccbacaa,mod_4,28,6,low,interleaved,2,negative,NO,mod4_batch032,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,34,34,high,clustered,2,negative,NO,mod4_batch033,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
